Item,Count
12766,49
12789,49
13021,49
13064,49
13314,49
13541,49
13818,49
13899,49
13951,49
14092,49
14109,49
14338,49
14389,49
14486,49
14559,49
14566,49
14752,49
14942,49
14974,49
15263,49
15516,49
15692,49
15713,49
16470,49
16541,49
16635,49
16637,49
16775,49
16881,49
16941,49
17206,49
17329,49
17418,49
17448,49
17491,49
17548,49
18004,49
18270,49
18605,49
18686,49
19090,49
19221,49
19222,49
19372,49
20738,49
21974,49
22059,49
22391,49
179,48
2431,48
2510,48
2590,48
2970,48
3277,48
3547,48
3624,48
4022,48
4265,48
4293,48
4298,48
4370,48
4473,48
4582,48
4976,48
5139,48
5300,48
5354,48
5461,48
5792,48
5896,48
5981,48
5998,48
6002,48
6471,48
6895,48
7389,48
7487,48
7603,48
7748,48
7756,48
8037,48
8341,48
8344,48
8345,48
8606,48
8785,48
8840,48
9105,48
9313,48
9484,48
9494,48
9771,48
9868,48
10157,48
10263,48
10311,48
10403,48
10525,48
10658,48
10788,48
10800,48
11109,48
11125,48
11150,48
11178,48
11215,48
11251,48
11334,48
11505,48
11524,48
11690,48
11895,48
11970,48
11991,48
12011,48
12026,48
12046,48
12059,48
12868,48
13478,48
13792,48
14325,48
14525,48
14659,48
14788,48
15058,48
15210,48
15770,48
15803,48
15996,48
16359,48
16444,48
16595,48
16668,48
16850,48
17002,48
17093,48
17894,48
17916,48
18017,48
18738,48
18840,48
18879,48
19370,48
19397,48
19774,48
20150,48
21136,48
21210,48
21951,48
23427,48
1493,47
1950,47
2321,47
2583,47
2718,47
3161,47
3545,47
3685,47
3785,47
4278,47
4285,47
4289,47
4464,47
4605,47
5451,47
5470,47
5546,47
5775,47
6068,47
6364,47
6869,47
6983,47
7623,47
7740,47
7865,47
8238,47
8432,47
8787,47
8862,47
9335,47
9713,47
9859,47
9952,47
10106,47
10194,47
10341,47
10392,47
10482,47
10741,47
10907,47
10969,47
11018,47
11045,47
11489,47
11672,47
11809,47
11887,47
12422,47
12487,47
12536,47
12788,47
12792,47
12972,47
12990,47
13082,47
13309,47
13324,47
13359,47
13477,47
13527,47
13728,47
13882,47
14177,47
14821,47
15062,47
15080,47
15185,47
15423,47
15428,47
15437,47
15552,47
15593,47
15892,47
16362,47
16398,47
16544,47
16564,47
16575,47
16591,47
16792,47
16848,47
16874,47
16899,47
17033,47
17106,47
17661,47
18392,47
18511,47
19458,47
20014,47
20503,47
21278,47
21725,47
22985,47
25117,47
26273,47
67,46
310,46
955,46
1045,46
1085,46
1587,46
2291,46
2461,46
2557,46
2966,46
3466,46
3580,46
3757,46
3920,46
3965,46
4246,46
4263,46
4478,46
4505,46
4937,46
5324,46
5382,46
5391,46
5610,46
5638,46
6066,46
6312,46
6368,46
6433,46
6479,46
6502,46
6585,46
6830,46
6903,46
6981,46
7306,46
7376,46
7568,46
7609,46
7674,46
7675,46
7685,46
7899,46
7932,46
7967,46
8006,46
8012,46
8267,46
8369,46
9383,46
9572,46
9654,46
9661,46
9671,46
10053,46
10068,46
10108,46
10125,46
10126,46
10386,46
10421,46
10514,46
10712,46
10962,46
11337,46
11375,46
11392,46
11738,46
11891,46
12685,46
12694,46
12859,46
12902,46
12960,46
13012,46
13080,46
13086,46
13155,46
13318,46
13374,46
13677,46
13774,46
13824,46
13830,46
14020,46
14142,46
14374,46
14403,46
14510,46
15021,46
15117,46
15182,46
15445,46
15480,46
15843,46
15860,46
16007,46
16147,46
16443,46
16484,46
16656,46
16682,46
16812,46
17048,46
17132,46
17765,46
18072,46
18117,46
18504,46
18554,46
18638,46
19107,46
19551,46
20973,46
21082,46
21245,46
21636,46
22210,46
23553,46
24925,46
25016,46
26284,46
2198,45
2520,45
2567,45
2599,45
2716,45
2870,45
3627,45
4275,45
4306,45
4555,45
5150,45
5400,45
5447,45
5493,45
6003,45
6221,45
6405,45
6546,45
6573,45
6844,45
7305,45
7345,45
7445,45
7469,45
8038,45
8062,45
8375,45
8863,45
8931,45
9301,45
9381,45
9538,45
9669,45
9673,45
9729,45
9746,45
9857,45
10230,45
10346,45
10361,45
10550,45
10638,45
10921,45
11046,45
11177,45
11298,45
11332,45
11440,45
11803,45
11820,45
12796,45
12806,45
13042,45
13341,45
13367,45
13373,45
13428,45
13798,45
13900,45
14284,45
14290,45
14310,45
14327,45
14396,45
14540,45
14574,45
14696,45
14807,45
14939,45
15053,45
15097,45
15341,45
15464,45
15553,45
15645,45
15861,45
15916,45
16105,45
16206,45
16374,45
16420,45
16576,45
16628,45
16844,45
16866,45
16968,45
17207,45
17436,45
17480,45
17525,45
17658,45
17826,45
18045,45
18091,45
18545,45
18860,45
19091,45
19209,45
19235,45
19275,45
19385,45
19707,45
19943,45
20162,45
20289,45
21132,45
21270,45
21306,45
22467,45
23274,45
26281,45
1075,44
2345,44
2591,44
2969,44
3138,44
3179,44
3930,44
4020,44
4075,44
4260,44
4269,44
4291,44
4303,44
4462,44
4468,44
4487,44
4687,44
5119,44
5555,44
5863,44
6263,44
6435,44
6776,44
7257,44
7362,44
7497,44
7552,44
7594,44
7936,44
7979,44
8110,44
8136,44
8199,44
8210,44
8317,44
8324,44
8335,44
8354,44
8546,44
9675,44
9905,44
10060,44
10133,44
10174,44
10294,44
10399,44
10418,44
10452,44
10555,44
10640,44
10666,44
10758,44
10859,44
11990,44
12005,44
12045,44
12727,44
12795,44
13093,44
13269,44
13368,44
13471,44
13898,44
14143,44
14233,44
14439,44
14580,44
14907,44
15103,44
15119,44
15241,44
15360,44
15403,44
15673,44
15766,44
15966,44
15999,44
16018,44
16035,44
16050,44
16148,44
16651,44
16739,44
16867,44
16939,44
16978,44
17081,44
17181,44
17316,44
17317,44
17354,44
17407,44
17540,44
17700,44
17731,44
18101,44
18336,44
18379,44
18449,44
18731,44
18889,44
19227,44
19291,44
19364,44
19588,44
20290,44
22377,44
22437,44
22619,44
26919,44
174,43
1083,43
2641,43
2744,43
2893,43
3659,43
3708,43
4257,43
4296,43
4531,43
4956,43
5540,43
5800,43
5877,43
6074,43
6539,43
6616,43
6692,43
6789,43
6922,43
7000,43
7247,43
7270,43
7298,43
7634,43
7960,43
8161,43
8213,43
8592,43
8669,43
8847,43
9030,43
9096,43
9104,43
9285,43
9412,43
9510,43
9548,43
9674,43
10061,43
10160,43
10206,43
10256,43
10273,43
10420,43
10527,43
10633,43
10637,43
10742,43
10836,43
11129,43
11191,43
11211,43
11278,43
11448,43
11465,43
11864,43
11928,43
11935,43
12457,43
12742,43
13019,43
13033,43
13389,43
13495,43
13640,43
13767,43
13816,43
13999,43
14349,43
14433,43
14490,43
14524,43
14792,43
14806,43
14828,43
14949,43
15050,43
15061,43
15070,43
15101,43
15114,43
15209,43
15248,43
15249,43
15595,43
15696,43
15986,43
16314,43
16380,43
16434,43
16477,43
16582,43
16799,43
16950,43
17028,43
17054,43
17254,43
17442,43
17609,43
17853,43
17955,43
18386,43
18446,43
18465,43
18557,43
18685,43
18941,43
19449,43
19468,43
19584,43
19908,43
20072,43
20115,43
20144,43
20269,43
20287,43
20619,43
21726,43
22264,43
22574,43
25098,43
25770,43
26172,43
611,42
1165,42
1595,42
1798,42
1866,42
1935,42
2432,42
2538,42
2566,42
2568,42
2606,42
3256,42
3330,42
3554,42
3773,42
4469,42
4538,42
4804,42
5090,42
5118,42
5185,42
5762,42
5778,42
5918,42
6377,42
6658,42
7438,42
7477,42
7508,42
7670,42
7713,42
7858,42
7872,42
8017,42
8086,42
8236,42
8289,42
8343,42
8564,42
8639,42
8856,42
9008,42
9073,42
9153,42
9188,42
9377,42
9547,42
9549,42
9649,42
9851,42
9944,42
9975,42
10205,42
10228,42
10313,42
10314,42
10422,42
10446,42
10639,42
10685,42
11204,42
11345,42
11380,42
11401,42
11543,42
11608,42
11712,42
11816,42
11894,42
12017,42
12418,42
12797,42
12898,42
13020,42
13026,42
13028,42
13551,42
13565,42
13582,42
13658,42
13894,42
13918,42
14108,42
14151,42
14195,42
14241,42
14313,42
14321,42
14397,42
14579,42
14678,42
14986,42
15091,42
15253,42
15820,42
15841,42
15850,42
15965,42
16022,42
16068,42
16267,42
16326,42
16533,42
16577,42
16599,42
16743,42
16754,42
17143,42
17546,42
17547,42
17607,42
17857,42
18231,42
18283,42
18420,42
18530,42
18614,42
18763,42
18781,42
19166,42
19219,42
19237,42
19711,42
20012,42
20112,42
21109,42
21622,42
21720,42
22474,42
27935,42
29786,42
176,41
1967,41
1968,41
2623,41
2775,41
3097,41
3622,41
3873,41
4233,41
4266,41
4284,41
4533,41
4931,41
5201,41
5235,41
5269,41
5279,41
5471,41
5760,41
6081,41
6371,41
6396,41
6806,41
6878,41
6968,41
7007,41
7329,41
7372,41
7408,41
7541,41
7653,41
8019,41
8022,41
8139,41
8420,41
8571,41
8641,41
8815,41
8959,41
9056,41
9142,41
9179,41
9638,41
10091,41
10110,41
10279,41
10288,41
10317,41
10384,41
10460,41
10624,41
10830,41
10841,41
11085,41
11412,41
11464,41
11532,41
11611,41
11660,41
11677,41
11909,41
12519,41
12637,41
12803,41
12936,41
12937,41
13032,41
13201,41
13302,41
13395,41
13407,41
13432,41
13439,41
13459,41
13487,41
13528,41
13678,41
13703,41
13874,41
13925,41
13927,41
14049,41
14068,41
14072,41
14104,41
14216,41
14398,41
14437,41
14460,41
14737,41
14918,41
14960,41
15011,41
15110,41
15644,41
15742,41
15757,41
15783,41
16016,41
16043,41
16109,41
16341,41
16378,41
16416,41
16709,41
16728,41
16751,41
16860,41
16994,41
17220,41
17549,41
17730,41
17734,41
18067,41
18191,41
18507,41
18518,41
18615,41
18789,41
18806,41
18819,41
18851,41
19056,41
19062,41
19363,41
20013,41
20065,41
20476,41
20520,41
20809,41
20946,41
21348,41
21593,41
21608,41
21621,41
21734,41
22093,41
22147,41
22686,41
22756,41
23705,41
24926,41
53,40
286,40
396,40
550,40
1015,40
1081,40
2459,40
2547,40
2577,40
2618,40
2727,40
3529,40
4017,40
4693,40
4830,40
4865,40
4911,40
5122,40
5171,40
5256,40
5548,40
5857,40
5921,40
6024,40
6375,40
6583,40
6625,40
6853,40
6944,40
6993,40
7307,40
7471,40
7592,40
7673,40
7736,40
7982,40
8042,40
8399,40
8683,40
8687,40
8794,40
8821,40
8834,40
8885,40
8932,40
9088,40
9297,40
9319,40
9535,40
9576,40
9742,40
10059,40
10093,40
10248,40
10250,40
10293,40
10303,40
10665,40
10898,40
11022,40
11088,40
11105,40
11202,40
11299,40
11409,40
11429,40
11632,40
11659,40
11772,40
12013,40
12066,40
12469,40
12486,40
12549,40
12655,40
12736,40
12793,40
12801,40
12973,40
13081,40
13163,40
13273,40
13361,40
13384,40
13411,40
13505,40
13615,40
13635,40
13713,40
13765,40
13870,40
14133,40
14234,40
14254,40
14466,40
14685,40
14769,40
15140,40
15180,40
15186,40
15239,40
15261,40
15296,40
15313,40
15346,40
15370,40
15898,40
15944,40
16058,40
16074,40
16158,40
16431,40
16481,40
16608,40
16609,40
16693,40
16701,40
16722,40
16763,40
16825,40
16931,40
16988,40
17057,40
17113,40
17137,40
17304,40
17421,40
17662,40
17685,40
17929,40
17938,40
18014,40
18345,40
18401,40
18591,40
18654,40
19039,40
19312,40
19451,40
19494,40
19651,40
19666,40
19671,40
19676,40
19751,40
19765,40
19815,40
19826,40
20575,40
20828,40
20926,40
21251,40
21263,40
21315,40
21484,40
21733,40
21929,40
22058,40
22087,40
22088,40
23363,40
23656,40
1172,39
2513,39
2543,39
2573,39
2611,39
2643,39
2656,39
3439,39
3641,39
3678,39
3740,39
4262,39
4307,39
4493,39
4524,39
5415,39
5431,39
5490,39
5783,39
5817,39
5936,39
6216,39
6273,39
6352,39
6739,39
7299,39
7403,39
7612,39
7630,39
7706,39
7712,39
7856,39
7935,39
7987,39
8075,39
8079,39
8319,39
8333,39
8342,39
8500,39
8548,39
8596,39
8776,39
8798,39
9004,39
9057,39
9294,39
9593,39
9668,39
9691,39
9955,39
10177,39
10268,39
10567,39
10606,39
10825,39
10862,39
10953,39
10995,39
11016,39
11219,39
11220,39
11247,39
11398,39
11654,39
11888,39
12533,39
12575,39
12651,39
12877,39
12878,39
12931,39
12976,39
13039,39
13141,39
13206,39
13209,39
13262,39
13316,39
13535,39
13850,39
13855,39
13863,39
14011,39
14110,39
14231,39
14347,39
14379,39
14462,39
14531,39
14650,39
14695,39
14740,39
14930,39
15247,39
15330,39
15383,39
15385,39
15475,39
15600,39
15807,39
15864,39
15948,39
15990,39
16126,39
16529,39
16638,39
16691,39
16863,39
16880,39
17004,39
17138,39
17279,39
17312,39
17371,39
17785,39
17840,39
17964,39
18000,39
18044,39
18068,39
18219,39
18331,39
18369,39
18892,39
19038,39
19103,39
19435,39
19772,39
19806,39
19944,39
20095,39
20098,39
20516,39
20803,39
21172,39
21232,39
21896,39
21945,39
22598,39
22744,39
26960,39
387,38
1758,38
1768,38
1965,38
1966,38
2017,38
2191,38
2525,38
2620,38
3159,38
3769,38
4375,38
4527,38
4797,38
4803,38
4825,38
4934,38
4935,38
4986,38
5077,38
5220,38
5228,38
5352,38
5839,38
5882,38
6033,38
6215,38
6388,38
6659,38
7258,38
7377,38
7386,38
7482,38
7501,38
7587,38
7671,38
7953,38
7961,38
8095,38
8111,38
8422,38
8839,38
9147,38
9361,38
9470,38
9924,38
9948,38
10002,38
10064,38
10112,38
10123,38
10130,38
10227,38
10240,38
10267,38
10302,38
10376,38
10569,38
10571,38
10702,38
10878,38
10949,38
11074,38
11078,38
11145,38
11207,38
11282,38
11386,38
11439,38
11535,38
11605,38
11622,38
11753,38
11793,38
11850,38
11870,38
11876,38
11987,38
12007,38
12628,38
12660,38
12728,38
12824,38
12940,38
12953,38
13360,38
13406,38
13492,38
13750,38
13994,38
14009,38
14070,38
14137,38
14219,38
14435,38
14583,38
14962,38
14977,38
14994,38
15107,38
15127,38
15154,38
15300,38
15419,38
15501,38
15536,38
15638,38
15747,38
15804,38
15988,38
16370,38
16401,38
16700,38
16921,38
17053,38
17145,38
17203,38
17236,38
17255,38
17530,38
17752,38
17754,38
17866,38
17932,38
18046,38
18187,38
18354,38
18613,38
18915,38
18927,38
19092,38
19488,38
19662,38
19950,38
20268,38
20383,38
20602,38
20630,38
20960,38
21724,38
21732,38
22343,38
22658,38
22715,38
23172,38
23516,38
23812,38
412,37
950,37
1584,37
2470,37
2475,37
2549,37
2574,37
2604,37
2714,37
2715,37
2747,37
2753,37
3189,37
3371,37
3548,37
3917,37
3938,37
4009,37
4013,37
4300,37
4944,37
4975,37
5170,37
6193,37
6217,37
6376,37
6488,37
6491,37
6514,37
6590,37
6668,37
6900,37
7255,37
7629,37
7632,37
7710,37
7711,37
7966,37
8052,37
8349,37
8367,37
8484,37
8543,37
8814,37
9017,37
9039,37
9054,37
9059,37
9350,37
9463,37
9573,37
9584,37
9597,37
9627,37
9823,37
9867,37
9891,37
9940,37
9958,37
9973,37
10019,37
10075,37
10080,37
10097,37
10203,37
10334,37
10539,37
10579,37
10772,37
10821,37
10931,37
11134,37
11168,37
11400,37
11480,37
11502,37
11504,37
11526,37
11665,37
11725,37
11741,37
11826,37
11932,37
11995,37
12009,37
12031,37
12585,37
12678,37
12681,37
12690,37
12790,37
13249,37
13311,37
13421,37
13429,37
13511,37
13803,37
13806,37
13858,37
13945,37
14179,37
14181,37
14305,37
14383,37
14594,37
14638,37
14857,37
14928,37
14936,37
15030,37
15048,37
15087,37
15098,37
15120,37
15155,37
15258,37
15314,37
15421,37
15454,37
15479,37
15588,37
15636,37
15715,37
15716,37
15740,37
15982,37
16038,37
16160,37
16197,37
16537,37
16670,37
16820,37
16831,37
16837,37
16853,37
16864,37
16886,37
16929,37
17000,37
17050,37
17084,37
17242,37
17272,37
17305,37
17353,37
17499,37
17501,37
17532,37
17601,37
17605,37
17623,37
17659,37
17868,37
17930,37
17952,37
18001,37
18096,37
18143,37
18156,37
18215,37
18362,37
18423,37
18469,37
18496,37
18555,37
18602,37
18783,37
18820,37
19085,37
19245,37
19315,37
19349,37
19430,37
19643,37
20437,37
20794,37
20920,37
21273,37
21409,37
21605,37
21719,37
21755,37
21981,37
22071,37
22110,37
22171,37
22745,37
23025,37
23180,37
24708,37
26998,37
613,36
796,36
1041,36
1943,36
2203,36
2340,36
2380,36
2476,36
2529,36
2584,36
2598,36
4274,36
4374,36
4459,36
4530,36
5276,36
5456,36
5596,36
6037,36
6143,36
6519,36
6530,36
6602,36
6689,36
7268,36
7431,36
7680,36
7716,36
8055,36
8069,36
8586,36
8758,36
8857,36
8867,36
9013,36
9308,36
9317,36
9365,36
9405,36
9618,36
9831,36
10058,36
10067,36
10072,36
10134,36
10208,36
10410,36
10874,36
10914,36
11114,36
11130,36
11156,36
11390,36
11636,36
11962,36
12502,36
12603,36
12709,36
12731,36
12747,36
12760,36
12932,36
12949,36
13070,36
13162,36
13205,36
13227,36
13350,36
13354,36
13476,36
13515,36
13520,36
13663,36
13688,36
13768,36
13825,36
13892,36
13896,36
14033,36
14088,36
14211,36
14236,36
14258,36
14262,36
14348,36
14536,36
14629,36
14730,36
14816,36
14863,36
14889,36
14941,36
14970,36
14995,36
15040,36
15042,36
15071,36
15270,36
15309,36
15487,36
15537,36
15562,36
15597,36
15630,36
15658,36
15859,36
15867,36
15945,36
15980,36
16037,36
16137,36
16269,36
16482,36
16495,36
16507,36
16600,36
16620,36
16665,36
16781,36
16798,36
17023,36
17024,36
17070,36
17196,36
17204,36
17593,36
17618,36
17621,36
17809,36
18005,36
18104,36
18152,36
18189,36
18244,36
18371,36
18463,36
18466,36
18468,36
18475,36
18688,36
18764,36
18841,36
18965,36
18979,36
19172,36
19426,36
19452,36
19625,36
19653,36
19668,36
19708,36
19866,36
20091,36
20146,36
20237,36
20299,36
20315,36
20925,36
21151,36
21262,36
21375,36
21383,36
21713,36
21762,36
21930,36
22081,36
22847,36
22953,36
23028,36
23194,36
23868,36
24817,36
404,35
1936,35
2473,35
2518,35
2678,35
2693,35
2749,35
2781,35
3476,35
3684,35
4305,35
4419,35
4535,35
5156,35
5403,35
5404,35
5798,35
6187,35
6296,35
6679,35
6950,35
6958,35
7316,35
7502,35
7516,35
7542,35
7658,35
7667,35
7668,35
7693,35
7721,35
7746,35
8071,35
8092,35
8121,35
8235,35
8321,35
8366,35
8534,35
8544,35
8735,35
8803,35
8836,35
9123,35
9351,35
9370,35
9471,35
9532,35
9839,35
9865,35
10136,35
10285,35
10304,35
10318,35
10348,35
10495,35
10501,35
10535,35
10616,35
10760,35
11172,35
11240,35
11309,35
11474,35
11506,35
11523,35
11538,35
11612,35
11683,35
11791,35
12054,35
12453,35
12462,35
12524,35
12541,35
12610,35
12756,35
12802,35
12853,35
12894,35
12946,35
13050,35
13095,35
13185,35
13228,35
13386,35
13460,35
13509,35
13684,35
13734,35
13771,35
13783,35
13877,35
13963,35
13981,35
14175,35
14192,35
14412,35
14627,35
14686,35
14921,35
14940,35
14944,35
15023,35
15035,35
15096,35
15342,35
15426,35
15446,35
15711,35
15794,35
15816,35
15818,35
15839,35
15935,35
16031,35
16115,35
16143,35
16191,35
16262,35
16338,35
16381,35
16413,35
16527,35
16697,35
16789,35
16836,35
16938,35
17009,35
17037,35
17071,35
17115,35
17146,35
17199,35
17260,35
17562,35
17611,35
17645,35
17688,35
17741,35
17837,35
17842,35
17927,35
17992,35
17997,35
18216,35
18311,35
18439,35
18467,35
18543,35
18568,35
18583,35
18745,35
18883,35
19173,35
19329,35
19498,35
19669,35
19911,35
20008,35
20051,35
20113,35
20133,35
20432,35
20456,35
20541,35
20653,35
20702,35
20705,35
21226,35
21674,35
21848,35
22275,35
23334,35
23880,35
24729,35
26506,35
27006,35
181,34
413,34
642,34
1964,34
2294,34
2375,34
2458,34
2484,34
2522,34
2554,34
2589,34
2610,34
2682,34
3656,34
3932,34
4299,34
4540,34
4657,34
5274,34
5763,34
5782,34
5859,34
6020,34
6481,34
6494,34
6666,34
6674,34
6755,34
6770,34
6803,34
6956,34
7273,34
7280,34
7302,34
7374,34
7382,34
7586,34
7606,34
7681,34
7689,34
7690,34
7750,34
7898,34
7956,34
8085,34
8166,34
8256,34
8257,34
8404,34
8414,34
8499,34
8514,34
8568,34
8569,34
8652,34
8707,34
8816,34
8904,34
8983,34
9055,34
9118,34
9160,34
9177,34
9183,34
9314,34
9414,34
9511,34
9577,34
9805,34
9896,34
10066,34
10471,34
10866,34
10957,34
11009,34
11170,34
11200,34
11356,34
11359,34
11415,34
11533,34
11542,34
11623,34
11656,34
11669,34
11742,34
11810,34
11835,34
12602,34
12718,34
12777,34
12888,34
12941,34
13053,34
13171,34
13275,34
13346,34
13579,34
13630,34
13664,34
13694,34
13939,34
13943,34
13979,34
13982,34
14081,34
14139,34
14144,34
14520,34
14641,34
14742,34
14950,34
15129,34
15190,34
15191,34
15404,34
15457,34
15591,34
15690,34
15697,34
15712,34
15768,34
15852,34
15857,34
15920,34
16025,34
16322,34
16414,34
16432,34
16601,34
16636,34
16698,34
16772,34
16900,34
16971,34
16997,34
17060,34
17116,34
17127,34
17157,34
17590,34
17599,34
17654,34
17724,34
17869,34
17968,34
18008,34
18062,34
18120,34
18157,34
18222,34
18384,34
18389,34
18447,34
18616,34
18682,34
18850,34
18863,34
18971,34
18986,34
18992,34
18993,34
19064,34
19191,34
19351,34
19496,34
19590,34
19646,34
19922,34
20191,34
20236,34
20534,34
20802,34
20831,34
20900,34
20945,34
20979,34
21011,34
21385,34
21826,34
22651,34
22664,34
22743,34
23209,34
23252,34
23346,34
23388,34
23465,34
23801,34
23896,34
23930,34
24837,34
25570,34
25776,34
26391,34
459,33
639,33
958,33
1082,33
1623,33
2482,33
2593,33
2717,33
2728,33
2751,33
2892,33
3178,33
3828,33
5136,33
5154,33
5462,33
5556,33
5790,33
6057,33
6354,33
6605,33
6906,33
6954,33
7334,33
7472,33
7682,33
7697,33
7704,33
7707,33
7929,33
8074,33
8280,33
8524,33
8957,33
9094,33
9159,33
9174,33
9181,33
9347,33
9397,33
9457,33
9472,33
9479,33
9643,33
9830,33
9853,33
9858,33
10001,33
10008,33
10198,33
10275,33
10347,33
10469,33
10517,33
10641,33
10686,33
10829,33
10835,33
11015,33
11266,33
11288,33
11302,33
11402,33
11406,33
11411,33
11413,33
11441,33
11553,33
11616,33
11682,33
11795,33
11822,33
11843,33
11873,33
11940,33
11973,33
12025,33
12447,33
12468,33
12522,33
12587,33
12623,33
12884,33
12968,33
13029,33
13060,33
13085,33
13178,33
13335,33
13340,33
13445,33
13660,33
13704,33
13822,33
13847,33
13851,33
13897,33
13903,33
13950,33
13990,33
14008,33
14153,33
14298,33
14386,33
14388,33
14402,33
14434,33
14529,33
14558,33
14573,33
14582,33
14599,33
14614,33
14701,33
14831,33
14838,33
14846,33
14876,33
14897,33
14959,33
14979,33
14985,33
15485,33
15598,33
15616,33
15650,33
15656,33
15731,33
15756,33
15851,33
16079,33
16107,33
16146,33
16250,33
16276,33
16283,33
16317,33
16610,33
16669,33
16718,33
16744,33
16998,33
17001,33
17213,33
17586,33
17615,33
17630,33
17652,33
17727,33
17772,33
17862,33
17987,33
18038,33
18178,33
18182,33
18183,33
18204,33
18242,33
18338,33
18594,33
18625,33
18782,33
18822,33
18868,33
19470,33
19776,33
19813,33
19962,33
19983,33
20027,33
20037,33
20081,33
20145,33
20169,33
20806,33
20962,33
21196,33
21368,33
21406,33
21663,33
21714,33
21738,33
22089,33
22819,33
22932,33
23183,33
23551,33
24302,33
24991,33
25452,33
26803,33
411,32
1633,32
2612,32
2622,32
2659,32
2767,32
3848,32
4622,32
4682,32
5034,32
5199,32
5275,32
5618,32
5810,32
6196,32
6353,32
6551,32
6599,32
6601,32
6726,32
6735,32
6797,32
6832,32
6861,32
6947,32
7442,32
7511,32
7561,32
7628,32
7686,32
7692,32
8008,32
8137,32
8258,32
8562,32
8740,32
8741,32
8768,32
8813,32
8903,32
8918,32
8973,32
8991,32
9029,32
9455,32
9539,32
9564,32
9566,32
9644,32
9743,32
9824,32
9904,32
10007,32
10052,32
10084,32
10176,32
10179,32
10297,32
10425,32
10568,32
10678,32
10809,32
10972,32
11007,32
11238,32
11284,32
11322,32
11365,32
11384,32
11487,32
11584,32
11705,32
11831,32
11858,32
11960,32
11985,32
12023,32
12062,32
12456,32
12534,32
12650,32
12715,32
12799,32
12800,32
12857,32
13186,32
13251,32
13297,32
13321,32
13344,32
13401,32
13525,32
13567,32
13628,32
13629,32
13657,32
13860,32
13941,32
13942,32
14022,32
14027,32
14035,32
14078,32
14118,32
14176,32
14190,32
14235,32
14277,32
14326,32
14406,32
14461,32
14544,32
14581,32
14586,32
14621,32
14818,32
14951,32
14983,32
15008,32
15054,32
15338,32
15363,32
15434,32
15473,32
15543,32
15585,32
15809,32
15819,32
15831,32
15835,32
16055,32
16156,32
16179,32
16292,32
16428,32
16629,32
16711,32
16823,32
16857,32
16865,32
17041,32
17059,32
17073,32
17085,32
17177,32
17188,32
17212,32
17222,32
17554,32
17584,32
17982,32
18093,32
18280,32
18533,32
18653,32
18728,32
18732,32
18737,32
18875,32
18910,32
18923,32
19006,32
19048,32
19131,32
19178,32
19218,32
19412,32
19442,32
19872,32
19910,32
19954,32
20050,32
20152,32
20206,32
20214,32
20319,32
20384,32
20407,32
20621,32
20732,32
21105,32
21108,32
21169,32
21194,32
21332,32
21510,32
21592,32
21607,32
21665,32
21690,32
21722,32
21727,32
21735,32
22293,32
22994,32
23131,32
23356,32
23360,32
23367,32
23628,32
24017,32
24045,32
24059,32
24079,32
24247,32
24963,32
25162,32
26883,32
538,31
937,31
2074,31
2472,31
2552,31
2594,31
2660,31
2665,31
2679,31
2690,31
2766,31
3109,31
3298,31
3774,31
4347,31
4349,31
4429,31
4549,31
4587,31
5208,31
5213,31
5268,31
5323,31
5356,31
5416,31
5439,31
5564,31
5566,31
5883,31
6026,31
6237,31
6274,31
6660,31
6815,31
6967,31
7301,31
7392,31
7454,31
7578,31
7676,31
7696,31
8133,31
8197,31
8243,31
8371,31
8405,31
8520,31
8690,31
8807,31
8960,31
9001,31
9165,31
9289,31
9324,31
9376,31
9418,31
9428,31
9578,31
9653,31
9657,31
9809,31
9844,31
9890,31
9974,31
10037,31
10047,31
10069,31
10086,31
10144,31
10186,31
10309,31
10327,31
10343,31
10354,31
10505,31
10680,31
10739,31
10749,31
10757,31
10867,31
10888,31
10900,31
10987,31
11041,31
11454,31
11494,31
11549,31
11600,31
11796,31
11825,31
12451,31
12504,31
12622,31
12642,31
12914,31
12943,31
12991,31
12998,31
13007,31
13092,31
13096,31
13244,31
13265,31
13296,31
13334,31
13431,31
13512,31
13910,31
13944,31
14001,31
14019,31
14261,31
14557,31
14679,31
14746,31
14884,31
14885,31
15060,31
15234,31
15387,31
15497,31
15549,31
15580,31
15586,31
15730,31
15743,31
15767,31
15782,31
15790,31
15853,31
15997,31
16020,31
16026,31
16065,31
16077,31
16296,31
16367,31
16898,31
17082,31
17301,31
17309,31
17315,31
17614,31
17680,31
17788,31
18154,31
18180,31
18238,31
18276,31
18287,31
18375,31
18424,31
18453,31
18485,31
18495,31
18508,31
18589,31
18717,31
18790,31
18987,31
19287,31
19523,31
19543,31
19672,31
19726,31
19742,31
19746,31
20063,31
20163,31
20185,31
20300,31
20615,31
20617,31
20634,31
20768,31
20951,31
21129,31
21347,31
21414,31
21488,31
21521,31
21752,31
21759,31
21815,31
21821,31
21834,31
21869,31
21870,31
22144,31
22224,31
22415,31
23389,31
23599,31
23650,31
23743,31
23755,31
23971,31
24030,31
24101,31
24105,31
24755,31
26605,31
65,30
602,30
816,30
1796,30
1970,30
2378,30
2471,30
2548,30
2681,30
2689,30
2792,30
2883,30
3939,30
4072,30
4362,30
5165,30
5180,30
5222,30
5339,30
5343,30
5633,30
5640,30
5776,30
6394,30
6518,30
6747,30
6923,30
6988,30
7473,30
