Item,Count
11829,52
13834,52
15637,52
10021,52
13191,52
7749,52
14415,52
2479,52
19431,51
8510,51
12984,51
9895,51
16006,51
8070,51
5091,51
11998,51
21290,51
13285,51
9499,51
11536,51
6191,51
7548,51
9189,51
14763,51
10553,51
9725,51
10107,51
13869,51
3496,51
9287,51
15508,51
10360,51
14079,51
11517,51
6201,51
12713,51
17114,51
3340,51
7347,51
18025,51
15651,51
4264,51
4502,51
8255,51
4814,51
13893,51
24717,51
13901,51
13698,51
17723,51
18400,51
12615,51
15038,51
10733,51
14773,51
16619,51
14997,51
7601,51
5558,51
7602,51
6553,51
18059,51
7951,51
13383,51
14808,51
3528,51
10257,51
10218,51
5919,51
18689,51
9321,51
13643,51
15573,51
13974,51
20449,51
4290,51
2097,51
5328,51
13153,51
2225,51
7599,51
3494,51
14743,51
8897,51
21808,51
16937,51
15025,51
8727,51
7590,51
15207,51
14015,51
6702,51
12415,51
12939,51
9003,51
10415,51
18377,51
1040,51
7677,50
12424,50
15620,50
7875,50
8896,50
2750,50
10065,50
14272,50
4529,50
5200,50
15610,50
7595,50
16277,50
13559,50
19113,50
4447,50
9440,50
5198,50
4294,50
7717,50
18683,50
608,50
7652,50
17928,50
7883,50
15779,50
15005,50
9325,50
7321,50
9185,50
4259,50
4288,50
12885,50
10428,50
2531,50
9329,50
23133,50
14125,50
9869,50
8795,50
18802,50
17140,50
7006,50
16245,50
5433,50
5780,50
7596,50
15208,50
13627,50
14919,50
13906,50
17074,50
17292,50
11307,50
8450,50
9939,50
2481,50
16236,50
17165,50
8965,50
14618,50
8073,50
9247,50
12732,50
22696,50
4309,50
22755,50
16979,50
4302,50
12531,50
8278,50
4254,50
16054,50
10533,50
16419,50
17561,50
9403,50
11306,50
14822,50
3734,50
4286,50
12483,50
15615,50
14302,50
4337,50
9748,50
5735,50
8964,50
575,50
15351,50
12778,50
8154,50
4317,50
10687,50
20233,50
15414,50
11752,49
13951,49
18605,49
12034,49
14566,49
2521,49
16635,49
6461,49
17548,49
13021,49
16541,49
10580,49
10786,49
318,49
18004,49
500,49
17491,49
11364,49
16881,49
14389,49
11773,49
7708,49
14752,49
10131,49
2526,49
11338,49
16941,49
10873,49
4948,49
11958,49
18686,49
17206,49
15263,49
1870,49
14974,49
22391,49
17448,49
19372,49
19222,49
6341,49
19221,49
13899,49
6837,49
12557,49
12030,49
10726,49
12766,49
20738,49
15713,49
21974,49
14338,49
8134,49
9603,49
887,49
13064,49
11033,49
13818,49
13541,49
8962,49
10474,49
3564,49
16637,49
803,49
8493,49
806,49
8358,49
10845,49
6387,49
3534,49
12019,49
17329,49
14109,49
7262,49
8971,49
19090,49
12688,49
5187,49
11418,49
8346,49
9135,49
18270,49
5316,49
11842,49
14942,49
10265,49
14486,49
9125,49
16775,49
14092,49
14559,49
11978,49
10490,49
22059,49
10051,49
12789,49
4308,49
7359,49
15692,49
9798,49
9591,49
2394,49
17418,49
4297,49
2754,49
9372,49
16470,49
10500,49
6623,49
13314,49
15516,49
2842,49
5896,48
11524,48
15996,48
15770,48
11690,48
17002,48
9771,48
12059,48
5998,48
14788,48
19370,48
11970,48
18017,48
21951,48
11109,48
2510,48
16668,48
3624,48
15210,48
4582,48
4022,48
18738,48
4976,48
10403,48
11334,48
2970,48
13478,48
14659,48
4370,48
2590,48
11215,48
9313,48
16595,48
8344,48
10800,48
8037,48
7487,48
5354,48
11991,48
3547,48
21210,48
18840,48
19774,48
8785,48
16850,48
6471,48
4298,48
5461,48
8606,48
20150,48
15058,48
5300,48
17894,48
12026,48
3277,48
8341,48
17093,48
4473,48
11251,48
13792,48
5139,48
11178,48
179,48
23427,48
9484,48
17916,48
6002,48
7603,48
10263,48
9868,48
9494,48
14325,48
16359,48
12868,48
10788,48
14525,48
12011,48
7748,48
11125,48
9105,48
15803,48
2431,48
8840,48
4293,48
8345,48
5792,48
6895,48
7389,48
21136,48
16444,48
10658,48
12046,48
10311,48
4265,48
11895,48
10525,48
10157,48
18879,48
11150,48
11505,48
7756,48
5981,48
19397,48
16564,47
2718,47
18392,47
13324,47
7740,47
7865,47
12536,47
6068,47
10341,47
16792,47
3545,47
12788,47
21725,47
12990,47
4285,47
11489,47
13728,47
16899,47
9859,47
2321,47
10907,47
5451,47
12792,47
16575,47
15428,47
5546,47
3785,47
10482,47
4278,47
11887,47
11809,47
20503,47
14821,47
10392,47
20014,47
15892,47
13309,47
15552,47
21278,47
17106,47
3161,47
12972,47
15437,47
22985,47
11672,47
15593,47
2583,47
10106,47
15062,47
5470,47
19458,47
13359,47
1493,47
8432,47
11018,47
10194,47
7623,47
26273,47
25117,47
8787,47
18511,47
12487,47
16874,47
6364,47
16591,47
4464,47
6983,47
16848,47
13082,47
8862,47
15423,47
8238,47
13882,47
11045,47
6869,47
1950,47
17661,47
15185,47
13477,47
16544,47
13527,47
9335,47
9713,47
9952,47
3685,47
15080,47
4289,47
14177,47
16362,47
16398,47
12422,47
10969,47
5775,47
4605,47
10741,47
17033,47
1587,46
6981,46
6585,46
10962,46
3466,46
4937,46
10514,46
11392,46
9661,46
10421,46
15843,46
19107,46
10386,46
13830,46
8012,46
9383,46
1045,46
16147,46
14403,46
3920,46
17048,46
5391,46
18072,46
6903,46
310,46
7376,46
10126,46
21636,46
12685,46
14142,46
12694,46
6312,46
11891,46
8369,46
15445,46
10108,46
16443,46
6830,46
7306,46
17765,46
8006,46
15480,46
16007,46
15021,46
11375,46
13155,46
8267,46
13080,46
955,46
25016,46
15182,46
13318,46
22210,46
4263,46
3965,46
13774,46
23553,46
21082,46
6368,46
7932,46
24925,46
15117,46
6502,46
13374,46
12859,46
9671,46
5382,46
7609,46
7967,46
6066,46
16656,46
13824,46
14510,46
2291,46
7674,46
4505,46
2557,46
12960,46
14020,46
6479,46
4478,46
67,46
6433,46
12902,46
16484,46
26284,46
9572,46
7675,46
2461,46
15860,46
2966,46
11738,46
13086,46
5610,46
10712,46
4246,46
3757,46
5638,46
7899,46
19551,46
7568,46
18554,46
7685,46
10125,46
18117,46
1085,46
16682,46
21245,46
10068,46
18638,46
20973,46
9654,46
11337,46
16812,46
18504,46
3580,46
5324,46
13012,46
14374,46
17132,46
13677,46
10053,46
2520,45
15464,45
6221,45
16844,45
10346,45
14540,45
9301,45
19943,45
15645,45
6546,45
8062,45
7469,45
8931,45
16968,45
8038,45
5400,45
23274,45
2870,45
16374,45
9746,45
19209,45
17525,45
13900,45
16866,45
9538,45
15053,45
16105,45
9669,45
16628,45
21270,45
20162,45
13373,45
19091,45
10230,45
13367,45
16576,45
22467,45
15097,45
3627,45
11803,45
10361,45
13428,45
6405,45
8375,45
13042,45
19235,45
26281,45
17658,45
11298,45
11177,45
6844,45
19275,45
11046,45
18860,45
14807,45
7305,45
17480,45
14310,45
17207,45
14939,45
11820,45
4555,45
9857,45
19385,45
10921,45
17436,45
18045,45
4275,45
9729,45
2716,45
21306,45
14284,45
10638,45
21132,45
2599,45
14696,45
19707,45
6573,45
7445,45
12806,45
15341,45
17826,45
18091,45
11332,45
4306,45
12796,45
5447,45
18545,45
14574,45
11440,45
16206,45
6003,45
13341,45
8863,45
2198,45
15861,45
15916,45
5493,45
2567,45
14327,45
15553,45
20289,45
16420,45
7345,45
14290,45
14396,45
10550,45
13798,45
9381,45
5150,45
9673,45
10640,44
16651,44
16018,44
13093,44
10555,44
7362,44
8136,44
5555,44
17700,44
8354,44
7497,44
15999,44
15103,44
19291,44
26919,44
3930,44
10859,44
8324,44
18731,44
16739,44
15766,44
13471,44
13368,44
16148,44
5119,44
6776,44
10294,44
16035,44
5863,44
9905,44
2969,44
4291,44
10133,44
4468,44
7552,44
13269,44
17540,44
7257,44
17407,44
6435,44
10666,44
17317,44
15403,44
22437,44
13898,44
8335,44
8317,44
3138,44
8110,44
4260,44
12045,44
17316,44
19364,44
18101,44
19227,44
7979,44
12005,44
17354,44
4020,44
2345,44
20290,44
8199,44
3179,44
10399,44
15673,44
16867,44
14233,44
10174,44
15966,44
9675,44
7936,44
16978,44
8546,44
14143,44
14907,44
8210,44
22619,44
2591,44
17081,44
15360,44
18889,44
15241,44
10452,44
10418,44
4269,44
4687,44
18449,44
4487,44
12795,44
6263,44
17181,44
14439,44
16939,44
17731,44
7594,44
1075,44
22377,44
11990,44
19588,44
14580,44
15119,44
10758,44
18379,44
4075,44
4303,44
16050,44
18336,44
10060,44
12727,44
4462,44
16582,43
9510,43
17955,43
7634,43
10206,43
9285,43
2641,43
8213,43
13767,43
14433,43
11278,43
8669,43
2744,43
16950,43
19468,43
17609,43
17254,43
4257,43
20287,43
8592,43
19584,43
6539,43
17054,43
9096,43
15101,43
15070,43
7270,43
14490,43
13389,43
15061,43
19908,43
18941,43
15249,43
1083,43
10637,43
11448,43
10742,43
5877,43
9412,43
13033,43
11211,43
20072,43
18446,43
20144,43
17853,43
8847,43
16799,43
17028,43
13816,43
11129,43
19449,43
18557,43
7247,43
6616,43
15114,43
11191,43
16380,43
15986,43
11864,43
7000,43
20269,43
3659,43
14828,43
15595,43
20115,43
10633,43
15050,43
11465,43
14949,43
15696,43
6922,43
9548,43
18465,43
21726,43
25770,43
4956,43
10273,43
4296,43
13999,43
10527,43
11928,43
16314,43
14806,43
15248,43
6789,43
10420,43
4531,43
10061,43
5540,43
7960,43
5800,43
13640,43
25098,43
11935,43
2893,43
14524,43
17442,43
26172,43
22264,43
22574,43
18386,43
13019,43
20619,43
9030,43
7298,43
3708,43
14349,43
14792,43
15209,43
16477,43
10256,43
6074,43
12742,43
18685,43
174,43
16434,43
6692,43
13495,43
8161,43
10836,43
10160,43
12457,43
9674,43
9104,43
18231,42
2538,42
13026,42
14313,42
2568,42
14241,42
10446,42
7508,42
17547,42
11712,42
10685,42
20012,42
2606,42
3773,42
29786,42
1935,42
8856,42
4538,42
3256,42
15850,42
9649,42
9851,42
8343,42
17546,42
12797,42
9944,42
14108,42
11608,42
20112,42
18763,42
15091,42
8639,42
16267,42
8289,42
10228,42
8017,42
14321,42
9008,42
13551,42
11380,42
21622,42
18420,42
8564,42
14678,42
9153,42
9975,42
6658,42
18614,42
19166,42
19219,42
5090,42
5762,42
16326,42
14195,42
9547,42
10314,42
611,42
6377,42
9073,42
7477,42
15965,42
15841,42
10422,42
17607,42
17143,42
11401,42
7872,42
4469,42
12898,42
18530,42
11816,42
10313,42
5185,42
12017,42
9549,42
18283,42
7713,42
19237,42
16533,42
18781,42
7670,42
16577,42
9188,42
3554,42
5118,42
3330,42
1165,42
21720,42
4804,42
14397,42
14151,42
1595,42
10205,42
13582,42
5918,42
12418,42
22474,42
13894,42
16754,42
13658,42
16068,42
11204,42
16599,42
13028,42
5778,42
10639,42
8086,42
2566,42
15253,42
13565,42
8236,42
16022,42
27935,42
1798,42
15820,42
11894,42
1866,42
14986,42
9377,42
7858,42
14579,42
2432,42
16743,42
13020,42
7438,42
11543,42
21109,42
11345,42
17857,42
13918,42
19711,42
18615,41
10110,41
8019,41
10288,41
8139,41
11412,41
14460,41
12937,41
17549,41
14104,41
22756,41
21348,41
5279,41
18518,41
16378,41
20809,41
10317,41
13407,41
8571,41
16994,41
19062,41
14960,41
17220,41
16109,41
2623,41
17734,41
6968,41
20065,41
10091,41
13703,41
13432,41
9056,41
7408,41
6878,41
15783,41
6396,41
17730,41
10624,41
22093,41
1967,41
6371,41
9638,41
20476,41
13032,41
5760,41
11660,41
21621,41
9179,41
16043,41
18507,41
18806,41
4284,41
14072,41
11611,41
16709,41
7372,41
13302,41
7329,41
19056,41
14918,41
20946,41
16751,41
8022,41
8420,41
16341,41
8959,41
8641,41
15757,41
14398,41
4266,41
16728,41
5235,41
10460,41
5269,41
21608,41
16016,41
15742,41
9142,41
18191,41
3097,41
7541,41
11085,41
16860,41
3622,41
18851,41
10279,41
11909,41
176,41
14737,41
18819,41
13528,41
18789,41
13439,41
12519,41
5201,41
12637,41
13874,41
15011,41
4533,41
6081,41
10830,41
10841,41
12936,41
13487,41
22147,41
13459,41
21734,41
13678,41
20013,41
13395,41
22686,41
15644,41
13925,41
14068,41
11532,41
1968,41
4931,41
12803,41
11464,41
13927,41
24926,41
3873,41
2775,41
16416,41
19363,41
20520,41
15110,41
11677,41
13201,41
14437,41
14216,41
5471,41
23705,41
7653,41
7007,41
4233,41
6806,41
14049,41
8815,41
18067,41
21593,41
10384,41
550,40
8834,40
15370,40
5857,40
13384,40
22058,40
5921,40
19666,40
14769,40
17113,40
8683,40
19676,40
12486,40
16701,40
21733,40
14685,40
18345,40
7592,40
11105,40
16931,40
19312,40
12655,40
23363,40
19451,40
8687,40
2618,40
5548,40
21263,40
11659,40
5171,40
6024,40
13635,40
8794,40
16722,40
6625,40
8042,40
4911,40
11632,40
15898,40
5122,40
2547,40
21251,40
16158,40
17304,40
10898,40
15346,40
21484,40
16608,40
19039,40
18654,40
13163,40
5256,40
16988,40
15186,40
13273,40
15261,40
12066,40
10293,40
9535,40
16431,40
7471,40
11022,40
2577,40
9742,40
16693,40
11409,40
15239,40
17938,40
11772,40
19765,40
12793,40
6375,40
8932,40
19815,40
13361,40
23656,40
9319,40
19826,40
7307,40
12736,40
6993,40
6944,40
16481,40
13081,40
4865,40
4693,40
17929,40
7982,40
11429,40
6853,40
286,40
21315,40
7736,40
13870,40
17421,40
16763,40
20828,40
12013,40
13713,40
2459,40
15180,40
16825,40
19651,40
19671,40
2727,40
11088,40
1015,40
396,40
13765,40
11299,40
17662,40
1081,40
22087,40
15313,40
7673,40
10248,40
22088,40
14466,40
14133,40
10303,40
10665,40
16058,40
12549,40
13505,40
13411,40
6583,40
9088,40
13615,40
4830,40
10250,40
14234,40
17057,40
20575,40
15296,40
12469,40
8821,40
12801,40
9576,40
18591,40
19751,40
15140,40
18014,40
12973,40
19494,40
15944,40
20926,40
11202,40
8399,40
10093,40
3529,40
16609,40
18401,40
8885,40
17137,40
17685,40
21929,40
10059,40
16074,40
9297,40
53,40
4017,40
14254,40
13206,39
5817,39
8548,39
14347,39
13855,39
15990,39
11654,39
16691,39
14231,39
10606,39
2573,39
7612,39
7630,39
12878,39
16529,39
15330,39
17279,39
11220,39
15864,39
12931,39
16880,39
12877,39
5490,39
14110,39
13850,39
7987,39
6273,39
11888,39
11398,39
10268,39
20516,39
9955,39
8776,39
17371,39
9593,39
17004,39
8075,39
13141,39
22744,39
15807,39
17840,39
7935,39
10825,39
16126,39
3439,39
13863,39
2656,39
5936,39
14650,39
8333,39
8798,39
21232,39
5431,39
2543,39
14531,39
4262,39
10953,39
9294,39
14740,39
18331,39
9691,39
8500,39
18000,39
15475,39
13209,39
10177,39
8079,39
15385,39
2643,39
15247,39
17785,39
19944,39
3678,39
20098,39
17312,39
12976,39
12651,39
8596,39
19806,39
22598,39
12533,39
4524,39
2611,39
18044,39
11016,39
15600,39
14011,39
19772,39
10567,39
13262,39
18369,39
18892,39
19103,39
3740,39
5783,39
6739,39
17964,39
4307,39
14695,39
13039,39
20095,39
6352,39
18068,39
7403,39
9668,39
2513,39
1172,39
12575,39
10995,39
20803,39
19435,39
15948,39
14930,39
13316,39
16863,39
14379,39
10862,39
11219,39
21172,39
7299,39
3641,39
18219,39
14462,39
9057,39
9004,39
4493,39
7706,39
21945,39
7856,39
15383,39
8342,39
13535,39
16638,39
11247,39
8319,39
6216,39
5415,39
26960,39
19038,39
17138,39
21896,39
7712,39
5077,38
22658,38
10123,38
15804,38
10227,38
2525,38
14219,38
13994,38
7377,38
13492,38
7258,38
14977,38
10302,38
10949,38
8422,38
11386,38
3159,38
12940,38
16401,38
19950,38
15419,38
20268,38
9924,38
7587,38
14994,38
8111,38
1758,38
11145,38
16700,38
5839,38
7501,38
4797,38
22343,38
11876,38
12728,38
9948,38
17145,38
8095,38
15988,38
9470,38
2191,38
1965,38
9361,38
5228,38
17255,38
10569,38
20960,38
1768,38
16370,38
7953,38
10002,38
14435,38
5352,38
2620,38
17866,38
10702,38
5220,38
17053,38
23516,38
18915,38
11793,38
19662,38
15638,38
19488,38
22715,38
10130,38
11439,38
21724,38
18613,38
4375,38
17932,38
4803,38
14583,38
20602,38
11753,38
17530,38
11850,38
12660,38
4935,38
13360,38
11987,38
18187,38
14137,38
15536,38
5882,38
15501,38
3769,38
8839,38
23172,38
18927,38
10571,38
4527,38
10064,38
6659,38
11535,38
10376,38
7671,38
7482,38
17203,38
12007,38
15747,38
7386,38
20630,38
11605,38
10112,38
10240,38
21732,38
4934,38
16921,38
12628,38
11078,38
1966,38
9147,38
15154,38
2017,38
10878,38
11207,38
18046,38
17754,38
11282,38
387,38
11622,38
23812,38
18354,38
7961,38
12824,38
6215,38
13406,38
6033,38
14070,38
15127,38
12953,38
4825,38
15107,38
17752,38
15300,38
13750,38
11870,38
19092,38
14962,38
14009,38
20383,38
10267,38
4986,38
17236,38
6388,38
11074,38
22110,37
16670,37
16864,37
19430,37
14179,37
10080,37
13806,37
13429,37
11826,37
950,37
17623,37
18362,37
19245,37
18602,37
11995,37
7629,37
18820,37
15588,37
15120,37
6193,37
6491,37
8543,37
13511,37
17952,37
15636,37
10097,37
14857,37
26998,37
2753,37
12678,37
8484,37
17000,37
18156,37
2470,37
6668,37
412,37
14638,37
18555,37
4975,37
7711,37
22171,37
3371,37
10821,37
23025,37
16197,37
6217,37
14305,37
10203,37
20794,37
22745,37
13858,37
1584,37
9039,37
9463,37
9350,37
14383,37
15258,37
21273,37
21755,37
9597,37
20920,37
9867,37
16160,37
22071,37
15098,37
18215,37
17305,37
17084,37
16038,37
6900,37
3189,37
24708,37
11725,37
18469,37
17532,37
10539,37
21981,37
13249,37
11932,37
14936,37
15740,37
15454,37
14181,37
17353,37
7632,37
18143,37
8814,37
17605,37
3548,37
6488,37
6590,37
4009,37
20437,37
16929,37
13803,37
11665,37
5170,37
2549,37
10579,37
15982,37
11504,37
7710,37
12009,37
11502,37
14594,37
15314,37
6514,37
8052,37
15716,37
18496,37
9891,37
13421,37
11168,37
12031,37
10019,37
10931,37
15048,37
7966,37
11134,37
15421,37
16537,37
9823,37
2714,37
18423,37
11741,37
16831,37
23180,37
17499,37
2747,37
12681,37
9054,37
15479,37
12585,37
8349,37
15087,37
6376,37
10075,37
16853,37
11480,37
15155,37
18783,37
2475,37
16837,37
11526,37
17930,37
10772,37
9940,37
9573,37
17601,37
17242,37
21719,37
10334,37
14928,37
17272,37
13945,37
9584,37
17050,37
2715,37
4944,37
18001,37
19085,37
3917,37
18096,37
7255,37
21605,37
9958,37
17868,37
4300,37
9973,37
12690,37
12790,37
21409,37
9017,37
15715,37
19349,37
16820,37
3938,37
17501,37
8367,37
9059,37
13311,37
2604,37
4013,37
19643,37
19315,37
2574,37
9627,37
17659,37
16886,37
15030,37
11400,37
13354,36
12709,36
15040,36
4274,36
10410,36
8857,36
17023,36
10208,36
21762,36
16137,36
13227,36
6689,36
21375,36
14816,36
21151,36
10914,36
12949,36
9618,36
11962,36
18764,36
22081,36
4530,36
13688,36
17196,36
796,36
14889,36
6143,36
13205,36
14348,36
15597,36
5276,36
15859,36
9831,36
9405,36
10058,36
13515,36
10067,36
18371,36
2529,36
16037,36
15945,36
15630,36
2340,36
18688,36
12932,36
6037,36
19625,36
11156,36
23868,36
12731,36
2584,36
9013,36
15071,36
13663,36
15309,36
1943,36
20315,36
22847,36
15980,36
18468,36
18475,36
16620,36
18979,36
8758,36
15487,36
20925,36
20237,36
14941,36
16665,36
11390,36
24817,36
13476,36
6530,36
14629,36
13070,36
15658,36
14536,36
18841,36
18152,36
16781,36
14970,36
20299,36
7716,36
14236,36
6519,36
13768,36
19172,36
20091,36
16269,36
16507,36
16495,36
8867,36
13896,36
18104,36
2476,36
4459,36
14211,36
18005,36
14033,36
11636,36
17593,36
12760,36
22953,36
5456,36
14995,36
19452,36
14088,36
5596,36
15537,36
14730,36
9317,36
16482,36
12603,36
14863,36
18466,36
21930,36
8586,36
13825,36
1041,36
16600,36
13162,36
15042,36
13350,36
2598,36
19708,36
17070,36
9365,36
17809,36
17204,36
13520,36
10072,36
2203,36
20146,36
16798,36
7680,36
8069,36
19668,36
21713,36
17621,36
14258,36
18965,36
15562,36
8055,36
19653,36
9308,36
15867,36
21383,36
18463,36
17618,36
19426,36
19866,36
11114,36
21262,36
15270,36
18189,36
613,36
14262,36
10134,36
12502,36
2380,36
7431,36
6602,36
23028,36
4374,36
13892,36
18244,36
11130,36
17024,36
10874,36
7268,36
12747,36
23194,36
16115,35
7746,35
17842,35
27006,35
14412,35
6679,35
1936,35
13050,35
19911,35
6187,35
10136,35
9865,35
15794,35
4305,35
15711,35
18568,35
17992,35
21226,35
10495,35
11309,35
17645,35
11523,35
11240,35
13386,35
15818,35
18439,35
12756,35
8544,35
13460,35
14921,35
24729,35
20133,35
12453,35
7693,35
21674,35
14627,35
16789,35
8836,35
20541,35
9532,35
18583,35
26506,35
8803,35
15096,35
6958,35
20113,35
12541,35
12853,35
17562,35
16938,35
13684,35
13228,35
16143,35
7316,35
13771,35
13783,35
5798,35
5403,35
20456,35
20653,35
17071,35
9471,35
12610,35
20051,35
17997,35
8071,35
17611,35
7542,35
10318,35
23880,35
19669,35
404,35
16338,35
17927,35
11474,35
6296,35
3476,35
2678,35
10304,35
14686,35
12524,35
17260,35
18216,35
18311,35
2693,35
15839,35
15426,35
16381,35
13185,35
17037,35
20702,35
17688,35
22275,35
15816,35
10348,35
17741,35
12462,35
7668,35
12802,35
17115,35
7516,35
8321,35
2749,35
17146,35
2518,35
7658,35
23334,35
14192,35
18543,35
13734,35
11172,35
16413,35
7502,35
8235,35
16527,35
17009,35
13509,35
12946,35
8092,35
9370,35
15935,35
16836,35
18883,35
18745,35
5156,35
10501,35
13095,35
8366,35
11506,35
9123,35
19173,35
10616,35
11791,35
7667,35
4535,35
13963,35
13981,35
2781,35
4419,35
12054,35
13877,35
21848,35
16262,35
20705,35
17837,35
9839,35
19498,35
3684,35
11683,35
15023,35
14944,35
8534,35
16697,35
16031,35
15035,35
10285,35
6950,35
11538,35
12894,35
20008,35
8735,35
14175,35
19329,35
16191,35
17199,35
8121,35
14940,35
10535,35
11612,35
7721,35
15446,35
2473,35
20432,35
15342,35
5404,35
18467,35
10760,35
9351,35
2589,34
18222,34
20900,34
14139,34
10471,34
19351,34
7273,34
7382,34
16322,34
4299,34
2682,34
7280,34
2554,34
4657,34
10957,34
16900,34
11359,34
15591,34
19922,34
8414,34
642,34
4540,34
18447,34
9414,34
18062,34
10066,34
15768,34
7302,34
18993,34
9183,34
9055,34
11542,34
23209,34
9118,34
8904,34
17590,34
13630,34
8257,34
25776,34
7690,34
6803,34
17869,34
2522,34
16636,34
13694,34
9511,34
13053,34
20979,34
9177,34
15920,34
1964,34
5763,34
20945,34
13579,34
7956,34
6755,34
7374,34
19590,34
11200,34
15857,34
17599,34
18863,34
15191,34
11170,34
12602,34
9577,34
17127,34
11533,34
17724,34
23346,34
13939,34
2375,34
15852,34
2610,34
15404,34
22743,34
24837,34
7689,34
12718,34
13664,34
5274,34
9314,34
18971,34
11656,34
23252,34
8816,34
19646,34
6020,34
22651,34
16414,34
8166,34
14950,34
18850,34
14520,34
11009,34
181,34
17157,34
8085,34
13943,34
21826,34
18157,34
14742,34
6674,34
2484,34
8652,34
23930,34
23896,34
13171,34
8707,34
22664,34
13346,34
21011,34
8569,34
18986,34
8514,34
25570,34
21385,34
3656,34
7898,34
18992,34
11623,34
13982,34
413,34
16432,34
7750,34
8404,34
19496,34
14641,34
6956,34
5859,34
18384,34
6481,34
16772,34
11742,34
19064,34
20534,34
16997,34
9896,34
15690,34
7606,34
12777,34
3932,34
7681,34
23388,34
13979,34
8568,34
18389,34
16698,34
16971,34
15712,34
9160,34
16025,34
2294,34
20831,34
8983,34
6770,34
2458,34
20802,34
8499,34
12888,34
8256,34
17060,34
12941,34
11415,34
20191,34
15457,34
26391,34
19191,34
6666,34
23801,34
10866,34
6494,34
20236,34
23465,34
5782,34
14081,34
13275,34
17654,34
15129,34
18682,34
11835,34
17968,34
18616,34
16601,34
15190,34
11669,34
17116,34
14144,34
11356,34
18120,34
7586,34
9805,34
11810,34
18008,34
15697,34
18822,33
639,33
9174,33
16276,33
16079,33
5136,33
12884,33
11288,33
10829,33
15656,33
14402,33
1623,33
6605,33
10641,33
16317,33
22932,33
12025,33
13340,33
23183,33
16146,33
25452,33
26803,33
18183,33
14846,33
9643,33
6057,33
2482,33
12522,33
14388,33
17615,33
7707,33
9397,33
20806,33
13445,33
16998,33
6354,33
21368,33
13903,33
24991,33
11873,33
18338,33
13085,33
6954,33
14838,33
10469,33
9347,33
15756,33
13029,33
13950,33
12623,33
14298,33
13851,33
18868,33
9181,33
9159,33
15731,33
10517,33
18625,33
14701,33
20027,33
15616,33
11973,33
18594,33
14008,33
18204,33
11795,33
17772,33
10001,33
15598,33
20169,33
14831,33
19962,33
17001,33
15851,33
14985,33
12468,33
12447,33
17630,33
14434,33
14153,33
9853,33
11406,33
6906,33
13178,33
20962,33
21714,33
2728,33
7697,33
16610,33
8280,33
8524,33
11441,33
9457,33
20145,33
14897,33
13060,33
14876,33
958,33
19470,33
10347,33
17586,33
17987,33
16107,33
9094,33
12968,33
13897,33
13335,33
19983,33
2892,33
7704,33
13704,33
18782,33
17862,33
20081,33
11413,33
16283,33
13990,33
13660,33
15485,33
11411,33
17652,33
14599,33
1082,33
14386,33
11940,33
10275,33
21196,33
13822,33
14979,33
15650,33
20037,33
9858,33
7334,33
14582,33
10008,33
11553,33
2593,33
21738,33
21406,33
11682,33
14959,33
22089,33
13847,33
19776,33
7929,33
16669,33
7682,33
14558,33
5462,33
18242,33
3178,33
5154,33
23551,33
9830,33
11302,33
2751,33
459,33
8957,33
5556,33
9479,33
5790,33
11266,33
16718,33
2717,33
21663,33
24302,33
18182,33
17727,33
11616,33
10686,33
14573,33
16744,33
11015,33
22819,33
17213,33
18178,33
7472,33
19813,33
8074,33
10198,33
12587,33
11822,33
11402,33
14614,33
18038,33
11843,33
9472,33
14529,33
16250,33
3828,33
10835,33
13251,32
15434,32
8918,32
10425,32
12799,32
12062,32
21735,32
12534,32
12857,32
16711,32
8768,32
16823,32
2767,32
18728,32
23356,32
16156,32
21727,32
14326,32
9566,32
6726,32
16857,32
11238,32
6832,32
14406,32
15819,32
8562,32
13629,32
13321,32
6196,32
20214,32
14621,32
14176,32
10809,32
20384,32
6601,32
18875,32
13860,32
15835,32
411,32
21510,32
17059,32
20621,32
11831,32
15585,32
10678,32
14586,32
7442,32
7628,32
24059,32
8973,32
19006,32
24045,32
23367,32
20050,32
8008,32
11487,32
17073,32
6551,32
19178,32
6861,32
19131,32
12715,32
16055,32
25162,32
10297,32
2622,32
6599,32
10052,32
14027,32
17188,32
18737,32
10007,32
17554,32
12650,32
14118,32
24079,32
13657,32
8813,32
21722,32
13186,32
18923,32
14235,32
19872,32
2659,32
13567,32
9743,32
20407,32
8991,32
16629,32
2612,32
10568,32
14818,32
24963,32
8258,32
11960,32
16428,32
6797,32
14951,32
9539,32
11007,32
9029,32
9564,32
17584,32
14581,32
15363,32
18910,32
15008,32
23131,32
14022,32
17041,32
8137,32
21194,32
11705,32
8741,32
17085,32
18732,32
21332,32
26883,32
11384,32
8740,32
20319,32
24017,32
19218,32
5275,32
14461,32
17222,32
14277,32
14078,32
1633,32
11284,32
18280,32
14035,32
24247,32
16865,32
13942,32
11365,32
7511,32
14190,32
19442,32
17982,32
6353,32
16179,32
13344,32
19412,32
11322,32
12800,32
21665,32
15809,32
21607,32
17212,32
13297,32
9455,32
19910,32
5199,32
8903,32
12456,32
21690,32
5618,32
15473,32
20206,32
13941,32
21105,32
23360,32
3848,32
15543,32
13525,32
4622,32
10176,32
11985,32
14544,32
20152,32
13401,32
12023,32
15054,32
9904,32
21592,32
7692,32
15338,32
22293,32
9644,32
16292,32
20732,32
5034,32
